UserName;Embedded_text;Likes;ID
@TalkinBirdsShow;"After 90 years of Christmas Bird Counts  it's still difficult to figure out whether climate change or habitat loss is the greater threat to birds. But 90 years of data? Awesome! So let's keep counting. 
@NationalAudubon
 (Photo Melissa James)
https://bit.ly/3rJGDhK
3
13";3;post_327
@tribunemagazine;"The American poet and essayist Maggie Nelson explores climate change  art  sexuality  and liberty in her new book 'On Freedom.'
tribunemag.co.uk
What Freedom Means to Maggie Nelson
The American poet and essayist Maggie Nelson explores climate change  art  sexuality  and liberty in her new book 'On Freedom'.
4
19";4;post_328
@GreatLakesPeck;"A sobering piece on the depletion of groundwater on the High Plains of North America. A regional manifestation of a global problem  exacerbated by climate change. Is sustainable groundwater use possible where water doesn't recharge on human timescales?
theatlantic.com
The Next Disaster Coming to the Great Plains
Acute scarcity drives the search for water underground. But the West’s major aquifers are in trouble  too.
5
9";5;post_329
@climatecouncil;"No developed country has more to lose from climate change-fuelled extreme weather  or more to gain as the world transforms to a zero-carbon economy. 

Our future depends on urgent and decisive action to cut emissions this decade. #auspol
climatecouncil.org.au
Crunch Time: How Climate Action in the 2020s Will Define Australia | Report | Climate Council
Our future depends on urgent and decisive action to respond to the climate crisis in the 2020s  as scientific consensus makes clear our window to avoid catastrophe is closing. This briefing unpacks...
16
23";16;post_330
@KateAronoff;"""The Biden administration says it will immediately end federal funding for most international fossil fuel projects as it tries to exert global leadership on climate change."" https://eenews.net/articles/biden-to-end-fossil-fuel-financing-abroad/#:~:text=The%20Biden%20administration%20says%20it global%20leadership%20on%20climate%20change….
Quote Tweet
U.S. Embassy Baku
@USEmbassyBaku
 · Jan 8  2021
Congratulations to #Azerbaijan on the historic completion of the Southern Gas Corridor  which delivers Azerbaijani gas directly to Europe  while also boosting Azerbaijan’s economic growth! The US has consistently championed Azerbaijan's contributions to EUR energy security
1
5
27";5;post_331
@Jerusalem_Post;"Israel’s cabinet approved a plan to plant 450 000 trees to mitigate some effects of climate change by offering more shade and cooler temperatures.

#ClimateChange | #Environment
jpost.com
Israel to plant 450 000 trees in effort to counter climate change
The plan  which is predicted to cost about 2.25 billion shekels  or $716 million  will be carried out between now and 2040.
2
20
32";20;post_332
@MetcalfURI;"Are you a journalist interested in learning more about reporting on climate change?
Apply for the 2022 Metcalf Annual Science Immersion Workshop by March 1 to apply for the upcoming workshop and learn more about flooding and climate change!
https://metcalfinstitute.org/awj2022/
#MetcalfAWJ
1
15
14";15;post_333
@A_Hawktopus;"Replying to 
@RTHindle
 and 
@ragipsoylu
Please tell me you aren't still trying to understand what climate change means.
2
82";;post_334
@INDems;"Climate change is not a myth. But for the 
@indgop
  their partisanship on every issue of course means they do not want to take action to protect the communities we love to call home. 

This level of culture wars is destructive to the Hoosier State.
indystar.com
Indiana students demand action on climate change. Lawmakers respond with hard 'no.'
The Indiana legislature has refused to hear any bills about climate change this session  ignoring student demands to take action on the crisis.
4
9
22";9;post_335
@gmbutts;"1. Partisan adhesion in Canada is weak and partly determined by people's views on climate change.

2. There is no doubt that in the real world the rebate moved large numbers of Canadians off the fence and into the support category  when it was communicated consistently. 2/x
3
2
31";2;post_336
@GeraldKutney;"Replying to 
@dallas_777_
 @Jeffrey75327765
 and 
@anamari93362413
Sides? There are no different ""sides"" to the science of climate change... unless you consider climate denial a ""side.""
4
5
23";5;post_337
@cirquelar;"Replying to 
@_david_ho_
Besides that whole idea being sociopathic  if they put an ounce of thought into it they’d realize the people most likely to die from climate change are those with the smallest carbon footprints. Those with large carbon footprints will continue ‘dumping’ CO2 into the air unabated.
1
16";1;post_338
@aeyokay;"Replying to 
@Skrrt__Vonnegut
 @RageofBaltimore
 and 
@MrSwiss9
there's also the small matter of climate change induced crop failures
1
25";;post_339
@ilenviro;"States like Illinois are taking action to address climate change. But  “The United States can’t do its part to save the planet without strong federal laws. Congress must enact climate measures quickly. 

Read more from the 
@Suntimes
 on climate:
chicago.suntimes.com
Congress must enact strong climate legislation — now
The Earth is in what scientists say is the last decade in which there is an opportunity to ward off the worst effects of rising temperatures. Averting climate disaster should be a bipartisan issue.
2
5
9";5;post_340
@TheAtlantic;"“Instead of one long leftist allegory about climate change and elite failure  we got a hodgepodge of gags  narrative tangents  and contradictory claims ” 
@Yair_Rosenberg
 writes in his newsletter  Deep Shtetl  about “Don’t Look Up”:
newsletters.theatlantic.com
In Defense of Smug Cinema
The real problem with ""Don't Look Up"" isn't what you think
4
5
13";5;post_341
@physorg_com;"#Seedproduction and recruitment of juvenile #trees affect how trees are migrating due to climate change 
@wustl
 @PNASNews
phys.org
Seed production and recruitment of juvenile trees affect how trees are migrating due to climate...
A new study co-authored by Jonathan Myers  associate professor of biology in Arts & Sciences at Washington University in St. Louis  provides key insights into how and why tree populations migrate in...
6
13";6;post_342
@pewenvironment;"“By reinstating roadless protections to the Tongass National Forest  the U.S. can avert damage to the forest  honor Indigenous peoples  support local economies  and fight climate change ” says our 
@KenARait
 and 
@ZannLittleAK
.
pewtrusts.org
U.S. Moves to Restore Full Protections in Alaska's Tongass National Forest
In a move that will benefit a range of wildlife  including salmon and brown bears  along with commercial fishing fleets  Indigenous Alaskans  tourism operators  and others in the state  the U.S....
1
7
10";7;post_343
@ReutersScience;"The world is ""not on a good track"" to meet a global goal to avoid the worst impacts of climate change and mustintensify efforts to move away from fossil fuels this decade  John Kerry  the U.S. special envoy on climate change  said on Monday.
reuters.com
'We're in trouble:' U.S. envoy urges faster action on climate goals
The world is ""not on a good track"" to meet a global goal to avoid the worst impacts of climate change and mustintensify efforts to move away from fossil fuels this decade  John Kerry  the U.S....
2
12
18";12;post_344
@WCHumanright;"The world is not on a good track to meet a global goal to avoid the worst impacts of climate change and must intensify efforts to move away from fossil fuels this decade the U.S. special envoy on climate change said on Monday.
@ClimateEnvoy
@environmentca
 https://news.yahoo.com/were-trouble-kerry-warns-countries-145345144.html…
7
10";7;post_345
@thetopjob;"Gina recognised for her contribution to climate change
79
276
2 462";276;post_346
@mazemoore;"Climate change.
Systemic racism.
The vaccine.

The three biggest scams ever perpetrated by our government.
26
124
448";124;post_347
@rosecityoutrage;"If you think Climate Change is the number one problem in America  you haven’t driven through a Blue City.
17
62
354";62;post_348
@osmium1999;"Replying to 
@thebadstats
Broke: climate change isn't real
Woke: climate itself isn't real
7
57
4 014";57;post_349
@StuartBCapstick;"Finally got around to watching #DontLookUp 
Excellent film  don't know what sniffy critics are on about. Heavy-handed? Not in the least: a well-targeted darkly funny skewering of society's  response to the #climatecrisis
More climate change films asap please  many more 
17
57
331";57;post_350
@ajhtweeting;"It's like we are living through a climate change denying  white nationalist christian patriarchy supporting  anti-science groundhog day movie. #cdnpoli #flutruxclan #KarenConvoy
14
57
198";57;post_351
@RepJayapal;"My Climate Resilience Workforce Act wouldn't just create jobs and fight climate change — it also centers the very communities who are disproportionately impacted. 

Let's finally build back better  greener  and stronger!
45
28
101";28;post_352
@QuentinDempster;"It’s painfully apparent to many people now (with the exception of Murdoch Press and the federal parliamentary Liberal Party) that we have a spin doctor for a prime minister. This at a time when we need real leadership on climate change  pandemic  integrity  domestic violence …..
Quote Tweet
Katharine Murphy
@murpharoo
 · Jan 25
She doesn't have to smile to make other people feel better. Just catching up with our @AmyRemeikis twitter.com/theprojecttv/s…
8
98
384";98;post_353
@fp_coalition;"The Department of Energy wants to harness the energy of oceans to fight climate change. READ MORE: https://footprintcoalition.com/post/the-department-of-energy-wants-to-harness-the-energy-of-oceans-to-fight-climate-change…
5
11
74";11;post_354
@Ugaman01;"Climate Change is Real and it affects  everyone. The indicators are closer than we think! 

Governments can not merely continue promising but must take action to avert dangers. #ClimateActionNow
24
62";24;post_355
@ToulasTake;"Climate change in four images. Poor Greece…
Quote Tweet
Alexandros Kottis
@alexandros_kts
 · Jan 25
Six months in Greece 
4
10
66";10;post_356
@hugbug111;"Everybody should read this and note that the SNP are tunnel visioned in their approach to the economy and to climate change.  It’s their way or the highway.  No debate nothing.  No wonder investors walk away from Scotland.
Quote Tweet
Paul Sweeney
@PaulJSweeney
 · Jan 25
I met with Rolls-Royce last week to ask if there was any prospect of a Scottish bid for £200m investment in a new Heavy Pressure Vessel factory. They told me that they had ruled out Scotland due to Scottish Government opposition to civil nuclear energy. What a missed opportunity. twitter.com/Jefferson_MFG/…
10
26";10;post_357
@HuffPost;"The singer is backing her belief that climate change is a social-justice issue.
huffpost.com
Rihanna’s Foundation Donates $15 Million To Climate Justice
The singer is backing her belief that climate change is a social-justice issue.
12
60
365";60;post_358
@cameron_kasky;"This is extra funny when you watch the video of Jimmy seething with rage that Jonah Hill started talking about climate change
Quote Tweet
James Kelleher
@etienneshrdlu
 · Jan 25
Deeply strange
5
32
365";32;post_359
@thehill;"Lawmaker asks ex-EPA chief why he couldn't convince Trump climate change is real http://hill.cm/w0FTpwq
25
8
36";8;post_360
@louisvilledad14;"I can't believe that people can be as stupid as they are. They will die to prove a point. When scientists agree  with nearly 100% consensus  on anything it is not a game. Climate change  vaccines  JFK not coming back to life. These are scientifically proven FACTS.
2
9
53";9;post_361
@DucksWest;"Wetlands are essential to help combat climate change. 

In California  #DUWest has restored thousands of acres of tidal wetlands that help sequester carbon from the atmosphere. Learn how wetlands sequester carbon:

https://ducksunlimitedwest.org
3
21";3;post_362
@Power106LA;"Rihanna’s pledging $15M towards her belief that climate change is a social-justice issue through her Clara Lionel Foundation.  There’s 18 climate justice organizations receiving the donation in seven Caribbean nations and the US. 

: Getty Images
5
9
54";9;post_363
@ccc_jeffreys;"As a local elected official  I understand that to fight the climate crisis we need investment on the local  state  AND federal level. 

I’m calling on Congress to pass the #BuildBackBetter Act to take action on climate change! #OhioClimateRecovery   
@OECActionFund
 @LCVoters
2
4
13";4;post_364
@cshell_eh;"The World Economic Forum and those that are associated are the real threat  not climate change. I would rejoice at it's extinction. Instead of carbon tax perhaps a WEF tax should be implemented... I would happily contribute.
Ahem   Canadian politicians  we see you
Quote Tweet
Friends of Science
@FriendsOScience
 · Jan 25
Replying to @GibbonsBrent @liz_churchill_ and 7 others
Great find. Thank you. https://youtu.be/IV4Udro-tKI #GlobalPonziScheme
4
3
13";3;post_365
@caribbeannewsuk;"#CARIBBEAN: Rihanna is backing her belief that climate change is a social-justice issue by pledging $15 million to the movement through her Clara Lionel Foundation.
1
5
13";5;post_366
@DonJRobertson;"Since when did Jordan Peterson become an expert on climate change?  Wouldn't it be better to have a qualified scientist talking about this stuff instead?
15
1
69";1;post_367
@canncr;"""The panel does not conduct its own science. Instead  it reviews and synthesizes the latest climate change research (thousands of published  peer-reviewed studies) into its own predictions and digestible reports  which come out roughly every six years""
Quote Tweet
Gerald Kutney - a friend of #ClimateBrawl
@GeraldKutney
 · Jan 25
IPCC Climate Change Reports: Why They Matter to Everyone on the Planet https://on.nrdc.org/3FZ3WZN via @nrdc - #ClimateCrisis #ClimateEmergency
3
3
11";3;post_368
@swix;"This is really fantastic news. We need to celebrate architects working at the sharp end of climate change.
Quote Tweet
Building Design
@BDonline
 · Jan 26
BREAKING NEWS: Bangladeshi architect Kashef Chowdhury beats starry shortlist to win ‘world’s best building’ | RIBA International Prize announced https://bdonline.co.uk/news/bangladeshi-architect-beats-starry-shortlist-to-win-worlds-best-building/5115758.article…
3
12";3;post_369
@RichardHills_;"A privilege to attend the pōwhiri for Marama & Tiahomai & mihi to them as Chair of Environment & Climate Change.

They’ll lead our Rangatahi Climate Action Project  as part of Te Tāruke-ā-Tāwhiri: AKL’s Climate Plan. So many worked with us to get here so far  lots of work to do.
1
24";;post_370
@MrDenmore;"Replying to 
@AndrewPStreet
And don’t forget her services to climate change.
9
120";9;post_371
@nzcpe;"We do all need to change our ways of living': New interview with 
@dvdjhnhll
 on climate change and democracy 
@BMHayward
blog.planetaryecology.org
‘We do all need to change our ways of living’: Interview with David Hall on climate change and de...
Dr David Hall is a political theorist with a research focus on climate change  sustainable finance  and land use. He has a DPhil in Politics from the University of Oxford and currently is Senior Le…
12
22";12;post_372
@urbanenergyplan;"What keeps me up at night? COVID? Climate change? Political polarization? Nah. 

It's knowing  that lurking in a dark corner of the internet  is my locked Hotmail account BikerBoy69.
3
25";;post_373
@YahooFinance;"Deloitte Deputy CEO Alicia Rose on the economic impact of climate change: ""There are always going to be economic risks and pressures at any given time  and we're going to have to manage both.""
5:00
2 788 views
2
9
19";9;post_374
@PSPDirector;"The people  salmon  and orcas of Puget Sound are already experiencing the negative effects of climate change. We must do all we can to adapt to climate change while we work to mitigate it. This bill will jump-start work to respond to the needs of humans and our environment.
Quote Tweet
Rep. Pramila Jayapal
@RepJayapal
 · Jan 25
Today I'm proud to introduce my Climate Resilience Workforce Act! 

This innovative bill combats the worsening climate crisis by investing in a skilled workforce — that can not only respond to but prepare for the most destructive effects of climate change.
https://time.com/6141689/climate-resilence-jayapal/…
2
6";2;post_375
@emilyscarr;"So grateful for 
@PaulPinsky
- you are so right Chairman  to truly address climate change we need a paradigm shift and bold public policy- but we need the public support to make it happen! #MDEnviroSummit #ClimateSolutionsNow #MdPolitics
5
16";5;post_376
@DatHandsomeJerk;"Replying to 
@Kristennetten
Unions are not built to accelerate the transition to sustainable energy at the rate needed to reverse climate change.
3
27";3;post_377
@txchristabelle;"I am not an expert  simply trying to better educate myself on climate change  and found this interesting  so sharing.

Earth's Core Is Cooling Faster Than Scientists Expected
msn.com
Earth's Core Is Cooling Faster Than Scientists Expected
Our blue planet could become a lifeless wasteland sooner than we thought.
2
5
15";5;post_378
@climatecouncil;"Extreme events like heatwaves will only become more frequent with climate change  and we're already seeing its early impacts:
4
14";4;post_379
@rhyland1;"Replying to 
@cathmckenna
I guess when you blame Canadians for causing Climate Change and take money out to their pockets via Carbon Taxes that won’t do a thing to fix Climate Change  they get pissed at the person inflicting pain.
1
1
24";1;post_380
@rajivan26;"Replying to 
@Rod_in_South_AB
 and 
@TheRealKeean
You say that but when 100 people show up at a climate change protest we are supposed to accept they represent all Canadians? Please
2
2
74";2;post_381
@StarscapeBBS;"Replying to 
@HBabcock10
 and 
@glowingcanary
@TheLastUprisin1
 posted the link  and the basic explanation is that the US voted no because it put at risk agricultural intellectual property rights (think Monsanto)  and linked climate change to human food availability. 

We are the baddies.
1
7
67";7;post_382
@PaulEDawson;"If you found this thread valuable:

1. Toss me a follow for more threads on climate change.

2. And sign up for my monthly newsletter on climate solutions.
Climate Solutions
Newsletter
·
2 288 Subscribers
Climate change is a big problem  and there is no one single solution. However  the good news is that there are many solutions that  if combined  could solve climate change. Each edition of this...
2
9
53";9;post_383
@nbcwashington;"Rihanna is backing her belief that climate change is a social justice issue by pledging $15 million to the movement.
nbcwashington.com
Rihanna's Foundation Donates $15 Million to 18 Climate Justice Organizations
The grants are focused on groups with female  LGBT  and Black and Indigenous leaders
12
48";12;post_384
@danielrothberg;"I've said it before  and I'll say it again: This page created by 
@NevClimate
's science team is a valuable resource for anyone trying to research how climate change is affecting Nevada. Lots of good citations  charts and figures.
climateaction.nv.gov
Climate Nevada
CLimate Change in Nevada Nevada’s climate is changing. This is now being observed across the diversity of its climates  from the cool high mountains of the eastern Sierra Nevada and the Spring...
2
15
34";15;post_385
@SMpwrgr;"Replying to 
@AmyRemeikis
Respect for yr judicious use of platform - the last time I watched you similarly used ye searing eloquence to advocate for climate change. As an older woman taught to be polite at all costs who raised 3 daughters to be opinionated  complicated & authentic I value yr contribution
4
172";4;post_386
@business;"It's not just scientists  even the insurance industry is warning that climate change is going to reshape the world—whether we tackle it or not
bloomberg.com
Green Cold War or Climate Anarchy? Together We Can Decide
It's not just scientists  even the insurance industry is warning about the dystopian futures that climate change could create
5
18
29";18;post_387
@DirkSchwenk;"And of course there's climate change. 150 000 000 live at or below sea-level. If we have a sudden rise caused by the failure of the Antarctic ice sheet  the toll will be in the millions.
washingtonpost.com
Scientists triple their estimates of the number of people threatened by rising seas
150 million will live below the permanent high tide line by the year 2050  new research finds.
4
22
69";22;post_388
@NewBlackMan;"Paris Buried a River 100 Years Ago. Now The City Needs To Resurface It to Combat Climate Change
time.com
Paris Buried a River More than 100 years Ago. Now it Needs it to Combat Climate Change
""Cities are learning to live with nature”
2
11";2;post_389
@cawrecycles;"Check out this Blog shared by 
@usdagov
 on food waste and the links to greenhouse gases and climate change. It references a report published by @epagov on the environmental impacts of food waste!

https://usda.gov/media/blog/2022/01/24/food-waste-and-its-links-greenhouse-gases-and-climate-change…

#Pollution #Compost #Composting #foodWaste #Waste
usda.gov
Food Waste and its Links to Greenhouse Gases and Climate Change
Food loss and waste is estimated to be roughly one third of the food intended for human consumption in the United States. When food is discarded  all inputs used in producing  processing  transport...
1
14
16";14;post_390
@sippingmalorts;"Replying to 
@GarlicCorgi
It's a moment where they simultaneous do and don't understand the implications of climate change on lifestyle. They're more honest than your typical ""believes in science"" liberal about the degree of change necessary  but  as you put it  fail to understand the real alternatives
31";;post_391
@AlanMyron;"Replying to 
@jordanbpeterson
 and 
@joerogan
I tried to listen to the conversation  but the first few minutes about climate change really upset me. I don't mind people who have a dissenting view. I do mind people who think they know about subject and they talk you realize they don't. I will try to be as objective as I can.
38
115";;post_392
@LWVMA;"Bravo 
@BostonGlobe
 for expanded coverage of climate change & sharper focus: local impact  what works  that stands in way. Every day matters 
@shankman
 @davabel
 @swilmsen
 @dharnoor
 @janellenanos
bostonglobe.com
Into the Red
Into the Red - Climate and the fight of our lives
3
12";3;post_393
@TheRealNews;".
@lyta_gold
 sits down with journalists 
@MaryHeglar
 and 
@amywestervelt
  and climate fiction writer 
@sim_kern
  to discuss the climate change allegory blockbuster Don’t Look Up and how to make art in an era of impending planetary catastrophe.
therealnews.com
Fiction in the time of climate chaos
Lyta Gold sits down with journalists Mary Annaïse Heglar and Amy Westervelt  and climate fiction writer Sim Kern  to discuss the climate change allegory blockbuster Don't Look Up and how to make art...
10
17";10;post_394
@GrahamKirk17;"Replying to 
@GeraldKutney
 @rln_nelson
 and 14 others
If you believe human emissions of CO2 cause climate change  why do you advocate for and profit from the CO2 producing burning of biomass? Do you 'deny' 'the science' you say I should believe  fail to understand 'the science' you say I should believe or are you just a hypocrite?";;post_395
@ConceptualJames;"Is it climate change?
Quote Tweet
GB News
@GBNEWS
 · Jan 26
300 000 Brits living with heart condition that could kill within five years
https://gbnews.uk/news/300000-brits-living-with-heart-condition-that-could-kill-within-five-years/213875…
30
90
532";90;post_396
@mekkaokereke;"You can't have:
* Voting Rights
* Climate change action
* Student loan forgiveness
* Police reform
* Truth about civil rights history taught in schools
* Real pandemic assistance

But you can have:
a Black woman on the supreme court! As a treat! Don't enjoy it all at once!
3
14
79";14;post_397
@drvolts;"Also can not be said enough: a national transition to clean energy would *more* than pay for itself through the health benefits of reduced air pollution alone. You don't need to bring climate change into it at all.
13
122
530";122;post_398
@tylercoates;"I'll never forget the day when a boss announced that he had just learned climate change was real (he had attended a talk at someone's UES apartment the night before about investing in renewable energy). ""Perhaps you already know about this?"" he said to us. It was 2017.
2
12
133";12;post_399
@EmergencyBK;"We talk a lot about energy sources  to fight Climate Change  rarely ways to reduce consumption.
 
My home
-mud brick (foot thick)
-double glazed windows
-extra insulation
-veranda all round
-blackout blinds+
Many other methods  greatly reduce consumption
Been ~30ºC for ...1/2
13
24
163";24;post_400
@DrDinD;"I have just cancelled my 
@spotify
 account and deleted it.  I urge all who agree that providing Joe Rogan a platform to spread disinformation about COVID-19 and climate change is a reason to leave.  

I will choose Neil Young over Joe Rogan every single time.
Quote Tweet
Sara Fischer
@sarafischer
 · Jan 26
Big one from @theannesteele ... Spotify to Take Down Neil Young’s Music After His Joe Rogan Ultimatum
https://wsj.com/articles/neil-youngs-music-is-being-taken-down-by-spotify-after-ultimatum-over-joe-rogan-11643230104?mod=hp_lead_pos8…
86
358
1 077";358;post_401
@DanakaliLtd;"Legumes can be the key to achieving food production and climate change resilience in Africa. As a chloride-free fertiliser suited for drought-prone areas  Colluli SOP could increase the area under legumes  thus contributing to sustainable development on the continent
1
21
31";21;post_402
@ChattyCathyAU;"How many ""Storms of the Century"" we can have in a month  before we acknowledge Climate Change?
#ClimateEmergency    #auspol
1
5
29";5;post_403
@Trxstxn4;"How did they predict all this incoming climate change?
Quote Tweet
GB News
@GBNEWS
 · Jan 26
300 000 Brits living with heart condition that could kill within five years
https://gbnews.uk/news/300000-brits-living-with-heart-condition-that-could-kill-within-five-years/213875…
8
21";8;post_404
@OverEzEggs;"CHARITY STREAM LEZZZGOOO 
Today we're raising funds for Do Good Points! A climate change  based charity!
https://twitch.tv/overezeggs
11
52";11;post_405
@GND_Network;"Some big news for government action on climate change:

Today  
@RepJayapal
 introduced the Climate Resilience Workforce Act  which invests in a national workforce *dedicated* to prepping us for the climate crisis  as well as responding to disasters.

https://admin-jayapal.house.gov/2022/01/25/jayapal-leads-lawmakers-in-introducing-the-climate-resilience-workforce-act/…
1
24
46";24;post_406
@diatomdao;"In a 2019 survey conducted by the Shelton Group  Americans are more concerned about ocean plastic than climate change. Now's the time to realize that there's no difference between the two! The world's plastic problem directly correlates to increased climate change.
4
9
48";9;post_407
@ccrc_unsw;"CONGRATULATIONS to Professor John Church on being awarded an Order of Australia. It is amazing to see Professor 
@JohnChurchOcean
 receiving the country's highest honours for his tireless efforts in researching climate change and sea-level rise. 
@UNSWScience
 @UNSW
 @ClimateExtremes
2
28
178";28;post_408
@givepeazachance;"You know that these anti people are not going to give up right?  They are growing and they are worldwide.  And expect the reaction on climate change discussions to have the same result.  This is a well coordinated movement that’s not going away.
3
2
33";2;post_409
@MohamadJBsat;"What’s the point of having bike lanes if the city won’t plow them? This on cannon  a very busy cycling corridor. This is representative of bike lanes across the city. 

We deserve better. If you want to address climate change  make it easier to cycle #HamOnt 
@cityofhamilton
5
9
43";9;post_410
@CNN;"A study shows that coffee plants will be ""drastically"" less suitable for cultivation in current coffee-producing regions by 2050 because of the impacts of climate change.
cnn.com
Climate change is coming for our coffee
Bad news for coffee lovers: Climate change will make it much harder to grow Arabica coffee in the coming years  according to a study published Wednesday in the scientific journal Plos One.
81
111
222";111;post_411
@BBCRadio4;"Sir Crispin Tickell held many senior diplomatic roles  including UK Ambassador to the UN  and his 1977 book about climate change is said to have influenced Margaret Thatcher's concern about global warming.

His 1990 Desert Island Discs is fascinating.
bbc.co.uk
Diplomat and climate visionary Crispin Tickell has died  aged 91
1
11
31";11;post_412
@seeeeeeanking;"Just another once in a lifetime storm hitting the U.S. 

Completely normal  definitely has nothing to do with climate change
Quote Tweet
CNN
@CNN
 · Jan 26
Confidence is growing that a winter storm with the intensity of a hurricane  snow measured in feet and blizzard-like conditions will impact major Northeast cities this weekend https://cnn.it/3fXQQ4D
2
12";2;post_413
@Charlie78635710;"Replying to 
@RpsAgainstTrump
Sadly  I agree. It’s no longer driven by substantive policy debate. There is nothing resembling a forward-looking vision for America. Almost no desire to tackle the most serious problems facing us: COVID  climate change  inflation  economic inequality.
17
67";17;post_414
@tim_rust;"Replying to 
@BrentHodgson
 @hannj666
 and 
@TimWilsonMP
Tim Wilson was active in the IPA while they flatly denied climate change was even an issue
5
61
207";61;post_415
@SenGonzalez33;"Governor Newsom Outlines Historic $10 Billion ZEV Package to Lead the World’s Transition to Clean Energy  Combat Climate Change
Quote Tweet
Office of the Governor of California
@CAgovernor
 · Jan 26
LIVE NOW: Governor @GavinNewsom highlights California’s nation-leading investments to catalyze innovation & accelerate the transition to zero-emission vehicles  a critical component of the state’s efforts to combat climate change. https://twitter.com/i/broadcasts/1rmxPgpedrgJN…
1
4
25";4;post_416
@marla_vous;"One party is trying to protect voting rights  womens rights and LGBTQ+rights. One party is trying to lift families out of poverty. One party supports veterans and climate change. 
#VoteBlueToSaveDemocracy
Quote Tweet
Tony #DemVoice1
@TonyHussein4
 · Jan 26
Replying to @marla_vous
Marla  you are right.    

Vote for the party that supports voter rights  women's rights  the truth  and follows science.

I don't even need to name the party as it is so obvious.
3
8";3;post_417
@tan123;"Just FYI  ""tackling climate change"" is *not* an actual thing.
Quote Tweet
World Bank Climate
@WBG_Climate
 · Jan 26
#DYK some of the sectors central to tackling climate change are also notorious for corruption risks?
 Extractives 
 Forestry 
 Renewable Energy 

Learn more: http://wrld.bg/y9UH50HCrHU
6
15";6;post_418
@MrDash109;"It ALL has to do with Republican Party. Every Conservative (Reform Party) policy is lifted from there  climate change denial to public service (incl. health  education) cuts to tax breaks to the rich to Trickle Down economics. It all begins and ends with their hate of government.
Quote Tweet
G McThink
@redsnoopy69
 · Jan 26
Why have Canadian conservatives upped their desperation level.
Most of it has to do with the Republican party.
The GOP's slow march towards fascism is being exposed. 
The CPC uses the same play book.
Same strategists same think tanks same donors. 
Their window is closing.
1
3
12";3;post_419
@BlairKing_ca;"Can ANYONE explain to me why the Climate Change panel on 
@CBCStephenQuinn
 doesn't actually have anyone with a specialization in Climate or even in environmental science? This interview is simply another example of bad science...starting with Dr. Lem and glioblastoma...
Quote Tweet
Dr. Melissa Lem
@Melissa_Lem
 · Jan 26
""Simply put  this is green washing at its finest.""
Investing in home infrastructure for fracked and renewable #naturalgas in BC is a climate dead-end. Thanks @CBCEarlyEdition for having @nikkilaes + me on today to talk healthy energy policy. @CAPE_ACME
https://cbc.ca/listen/live-radio/1-91-the-early-edition/clip/15891375-climate-change-panel-should-province-consider-nuclear-energy…
Show this thread
8
13
37";13;post_420
@JimCaseNL;"I have to say that I'm a bit bummed out. I wrote a letter to my MHA about a topic that was dear to me - climate change. Five weeks later he wrote me back  telling me he and his committee were making great progress and that I should basically pound salt.

So what is the point?
9
35";;post_421
@MotherJones;"""I think this is the last generation…Soon the reindeer herding is only a dream"": This intimate video shows how climate change is destroying the way of life of the Sámi  Europe's last indigenous population.
motherjones.com
Watch: Sámi reindeer herders grapple with a changing Arctic
Warming is threatening the ways of Europe's last indigenous people.
3
20
31";20;post_422
@MrDash109;"Literally 1 000 things affect inflation and store shevles (Conservative Party spelling) more than #vaccinemandate 
Climate change  broken supply chains  ill employees etc .. (most truckers  90% of them  ignore this idiocy and continue to do their jobs and we thank them) #cdnpoli
Quote Tweet
CTV News
@CTVNews
 · Jan 25
Worker absenteeism - not trucker vaccine mandates - impacting store shelves: Metro https://montreal.ctvnews.ca/worker-absenteeism-not-trucker-vaccine-mandates-impacting-store-shelves-metro-1.5753624…
2
5";2;post_423
@ChristineMilne;"Can you believe Chevron  global polluter #ClimateCriminal helps choose Australian of the Year 
@fossiltreaty
 @unfccc
 @ClientEarth
 @billmckibben
 @GeorgeMonbiot
 @antonioguterres
 Australia has no shame 
@COP27
 #auspol #ServicetoDestroyingthePlanet
Quote Tweet
Ketan Joshi
@KetanJ0
 · Jan 26
Chevron have a representative on the state / territory selection panels in SA  NT  QLD and WA. The only non-media private corporation rep for all four. 

https://australianoftheyear.org.au/nominate/
https://web.archive.org/web/20220106090609/https://www.australianoftheyear.org.au/nominate/…
Show this thread
2
33
58";33;post_424
@PhilWight;"Appliances like hot water heaters & stoves may seem *so* boring  but they are central to fighting climate change & decarbonizing the economy. 

This is one of the best articles explaining the value & limits of Heat Pumps for colder climates like AK:
post-gazette.com
How a humble heating system became the next hot climate tool
A quarter of Pittsburgh single-family homes could save money and benefit the environment by adopting heat pumps  according to a new study. 
3
16";3;post_425
@EncoreRenewable;"We are seeing first hand how climate change is impacting winter here in Vermont and are inspired to see and support 
@bromleymountain
’s leadership on implementing energy-saving and carbon reducing measures with their new solar array! 

https://encorerenewableenergy.com/project/bromley-mountain-solar/…
1
3
9";3;post_426
@BenPennings;"""Scientists have spent decades trying to bring greater urgency to the climate crisis — with little success. Their failure is not due to a lack of trying or poor communication skills; their failure is because scientists  alone  cannot solve climate change.""
grist.org
Nobody is listening to climate scientists. What if they went on strike?
The most successful strikes and protests manage to withhold something necessary from those in power: labor  goods  smoothly operating infrastructure.
1
3
6";3;post_427
